ingredient_code,ingredient_description,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,"Choline, total",Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fiber, total dietary","Folate, DFE","Folate, food","Folate, total",Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,"Vitamin A, RAE",Vitamin B-12,"Vitamin B-12, added",Vitamin B-6,Vitamin C,Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),"Vitamin E, added",Vitamin K (phylloquinone),Water,Zinc,10:0,12:0,14:0,16:0,16:1,18:0,18:1,18:2,18:3,18:4,20:1,20:4,20:5 n-3,22:1,22:5 n-3,22:6 n-3,4:0,6:0,8:0,ingredient_description_first,ingredient_description_second,ingredient_description_third
21139,"Fast foods, potato, mashed",0.0,0,18,14.65,0,30,0,13.4,0.035,0,89,0.72,1.342,0.577,1.3,9,9,9,0,0.31,7,0,15,1.08,59,286,1.65,41,0.015,0.8,306,0.5,0,0.015,2.82,43,0.07,0.0,0.12,0.0,0.0,0.42,0.0,5.9,79.62,0.22,0.001,0.002,0.006,0.319,0.003,0.217,0.696,1.163,0.174,0.0,0.018,0.002,0.001,0.0,0.001,0.0,0.004,0.0,0.002,Fast foods, potato, mashed
21142,"Fast food, biscuit",0.0,0,70,42.82,0,0,2,0.8,0.081,0,370,2.487,2.199,11.803,2.5,121,31,84,53,2.76,0,0,15,3.713,474,131,7.08,18,0.303,12.1,979,3.88,0,0.441,18.92,18,0.0,0.0,0.059,0.0,0.0,0.47,0.0,4.5,27.88,0.5,0.298,3.239,1.048,3.76,0.01,2.95,2.458,1.989,0.205,0.0,0.016,0.004,0.0,0.0,0.0,0.0,0.004,0.031,0.367,Fast food, biscuit,
21202,"Fast foods, hamburger, large, single patty, with condiments",0.0,0,87,22.14,1,26,40,33.3,0.101,2,256,5.404,1.179,4.785,1.1,31,9,22,13,1.73,21,668,24,4.65,121,225,15.68,0,0.201,24.8,374,3.67,0,0.16,11.6,2,1.66,0.0,0.148,0.3,0.1,0.06,0.0,5.0,48.81,3.04,0.0,0.0,0.352,2.74,0.438,1.513,4.833,0.999,0.105,0.057,0.038,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fast foods, hamburger," large, single patty, with condiments"
21224,"Pizza, cheese topping, regular crust, frozen, cooked",0.0,0,179,29.02,0,88,14,14.3,0.227,0,268,4.246,1.903,4.272,2.2,65,0,38,38,2.27,34,1829,23,2.196,179,152,10.36,58,0.258,21.5,447,3.57,0,0.211,12.28,66,0.78,0.0,0.083,1.2,0.0,1.01,0.0,6.6,46.28,1.32,0.112,0.152,0.453,2.039,0.129,1.105,4.092,1.68,0.167,0.041,0.025,0.014,0.0,0.0,0.0,0.0,0.275,0.053,0.083,Pizza, cheese topping," regular crust, frozen, cooked"
21225,"Pizza, cheese topping, rising crust, frozen, cooked",0.0,0,177,32.91,0,93,16,17.1,0.255,0,260,2.198,1.381,3.825,2.5,63,0,37,37,1.77,24,1925,26,1.985,238,175,12.37,61,0.246,34.8,556,5.09,0,0.241,8.78,69,0.7,0.0,0.092,1.9,0.0,0.72,0.0,7.5,43.46,1.32,0.122,0.164,0.517,1.82,0.121,0.907,2.059,1.155,0.187,0.03,0.018,0.01,0.0,0.0,0.0,0.0,0.197,0.038,0.059,Pizza, cheese topping," rising crust, frozen, cooked"
21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",0.0,0,152,25.14,0,88,16,24.5,0.17,0,276,5.89,2.578,5.083,2.2,57,0,34,34,1.36,55,1815,25,2.379,181,209,11.28,58,0.233,9.0,555,4.85,0,0.216,14.43,65,0.62,0.0,0.149,3.4,0.0,1.13,0.0,8.2,46.71,1.71,0.112,0.121,0.442,2.663,0.273,1.462,5.559,2.291,0.22,0.038,0.056,0.029,0.0,0.002,0.0,0.0,0.194,0.037,0.052,Pizza, meat and vegetable topping," regular crust, frozen, cooked"
21227,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",0.0,0,155,28.78,0,92,19,24.3,0.21,0,271,4.343,1.89,4.586,2.3,98,29,70,41,1.36,58,1899,27,2.155,211,189,12.63,61,0.206,11.6,640,7.26,0,0.25,11.75,68,0.8,0.0,0.14,4.2,0.0,0.92,0.0,6.7,44.24,1.87,0.1,0.126,0.426,2.418,0.281,1.286,4.015,1.669,0.167,0.031,0.046,0.024,0.0,0.001,0.0,0.0,0.158,0.03,0.042,Pizza, meat and vegetable topping," rising crust, frozen, cooked"
21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",0.0,0,11,14.93,0,0,55,40.7,0.051,0,307,7.735,6.511,3.566,0.9,15,6,11,5,0.83,2,0,24,5.985,272,251,15.92,5,0.204,17.2,594,0.08,0,0.092,20.36,5,0.33,0.0,0.148,0.6,0.2,1.12,0.0,7.0,46.53,0.59,0.008,0.005,0.042,2.325,0.296,1.015,7.269,5.986,0.419,0.001,0.133,0.051,0.001,0.004,0.005,0.003,0.001,0.0,0.012,Fast foods, chicken," breaded and fried, boneless pieces, plain"
21299,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",0.0,0,188,33.33,0,92,17,16.4,0.105,0,266,2.608,1.681,4.465,2.3,129,40,93,52,2.48,58,1915,24,3.825,216,172,11.39,61,0.195,19.9,598,3.58,0,0.39,9.69,69,0.42,0.0,0.08,1.4,0.0,0.83,0.0,6.7,43.17,1.34,0.141,0.175,0.602,2.298,0.117,0.858,2.388,1.463,0.177,0.002,0.037,0.012,0.004,0.002,0.004,0.0,0.101,0.08,0.055,Fast Food, Pizza Chain," 14"" pizza, cheese topping, regular crust"
21300,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",0.0,0,179,33.17,0,93,17,16.6,0.104,0,271,2.595,2.752,4.226,2.2,152,40,106,66,2.48,22,1927,23,3.495,209,169,10.81,61,0.2,18.1,597,3.34,0,0.365,10.54,69,0.35,0.0,0.06,1.2,0.0,0.82,0.0,10.0,43.05,1.27,0.139,0.168,0.574,2.101,0.114,0.849,2.373,2.403,0.309,0.001,0.042,0.011,0.004,0.002,0.004,0.0,0.102,0.081,0.054,Fast Food, Pizza Chain," 14"" pizza, cheese topping, thick crust"
21301,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",0.0,0,288,31.2,0,97,28,18.9,0.1,0,302,3.507,3.044,6.224,2.5,135,40,96,56,1.71,30,2013,24,2.595,295,199,12.85,64,0.16,20.0,742,3.61,0,0.205,13.95,72,0.57,0.0,0.065,3.0,0.0,1.29,0.0,9.7,38.92,1.59,0.222,0.267,0.909,3.01,0.163,1.202,3.195,2.636,0.352,0.002,0.048,0.018,0.005,0.002,0.006,0.001,0.165,0.132,0.088,Fast Food, Pizza Chain," 14"" pizza, cheese topping, thin crust"
21302,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",0.0,0,153,31.98,0,94,25,25.4,0.113,0,282,3.853,2.064,5.092,2.3,131,36,92,56,2.52,24,1957,24,4.14,198,195,11.74,62,0.22,23.6,685,3.26,0,0.43,11.91,70,0.5,0.0,0.08,0.9,0.0,0.87,0.0,6.4,41.77,1.4,0.118,0.144,0.545,2.748,0.186,1.17,3.511,1.798,0.188,0.001,0.063,0.022,0.004,0.014,0.006,0.001,0.086,0.068,0.047,Fast Food, Pizza Chain," 14"" pizza, pepperoni topping, regular crust"
21303,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",0.0,0,148,31.84,0,95,24,24.8,0.109,0,287,3.731,2.98,4.839,2.2,143,46,103,57,2.55,23,1966,23,3.5,195,189,11.49,63,0.2,20.0,684,2.93,0,0.39,12.58,71,0.51,0.0,0.08,0.7,0.0,0.87,0.0,11.5,41.53,1.35,0.115,0.139,0.53,2.544,0.18,1.144,3.399,2.601,0.303,0.002,0.065,0.023,0.003,0.011,0.005,0.0,0.085,0.066,0.045,Fast Food, Pizza Chain," 14"" pizza, pepperoni topping, thick crust"
21304,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",0.0,0,120,25.38,0,81,27,21.7,0.138,0,244,3.787,1.89,4.407,2.2,87,26,62,36,1.86,26,1689,23,3.1,183,184,11.02,54,0.266,23.1,589,3.73,0,0.256,10.9,61,0.68,0.0,0.098,0.1,0.0,0.86,0.0,6.2,50.4,1.24,0.093,0.107,0.447,2.33,0.195,1.1,3.497,1.521,0.157,0.029,0.042,0.022,0.0,0.001,0.0,0.0,0.147,0.028,0.039,Fast Food, Pizza Chain," 14"" pizza, meat and vegetable topping, regular crust"
21390,"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",0.0,0,46,17.33,15,103,33,32.9,0.081,2,226,4.67,3.144,3.972,1.5,87,31,64,33,2.99,45,1068,18,3.141,97,188,11.34,0,0.213,18.2,342,4.0,0,0.211,12.37,9,1.21,0.0,0.103,0.9,0.1,0.15,0.0,14.3,57.52,2.46,0.003,0.019,0.247,2.272,0.328,1.254,4.203,2.828,0.275,0.025,0.026,0.013,0.0,0.005,0.0,0.0,0.002,0.002,0.003,Fast foods, hamburger; single," large patty; with condiments, vegetables and mayonnaise"
21395,"Fast foods, cheeseburger; double, regular patty; with condiments",0.0,0,150,17.97,1,51,50,43.7,0.081,3,282,6.001,1.314,6.96,0.9,61,17,43,26,2.35,17,980,21,3.462,165,226,16.24,40,0.204,17.9,617,4.16,0,0.231,16.18,44,1.28,0.0,0.214,2.9,0.2,0.35,0.0,4.7,47.16,2.77,0.121,0.138,0.714,3.556,0.41,1.94,5.304,1.115,0.116,0.001,0.05,0.031,0.005,0.009,0.011,0.0,0.082,0.07,0.049,Fast foods, cheeseburger; double, regular patty; with condiments
21397,"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",0.0,0,73,17.73,0,64,51,36.8,0.081,2,268,5.352,2.366,5.746,1.1,72,21,51,30,2.3,41,208,18,3.143,125,208,13.69,44,0.257,16.5,473,4.5,0,0.177,15.8,50,0.93,0.0,0.186,1.1,0.1,0.57,0.0,14.2,50.92,2.26,0.1,0.112,0.565,3.017,0.335,1.527,4.776,2.045,0.252,0.0,0.049,0.029,0.003,0.007,0.007,0.0,0.077,0.06,0.043,Fast foods, cheeseburger; single," large patty; with condiments, vegetables and mayonnaise"
21398,"Fast foods, cheeseburger; single, large patty; with condiments",0.0,0,179,19.72,1,47,48,37.7,0.075,2,269,5.959,1.264,7.033,1.2,24,4,16,12,1.02,17,810,26,4.05,183,223,15.21,47,0.26,24.7,591,3.6,0,0.119,14.4,51,1.75,0.0,0.093,0.3,0.1,0.2,0.0,4.4,48.36,2.83,0.108,0.127,0.725,3.627,0.461,1.892,5.342,1.009,0.127,0.078,0.049,0.029,0.0,0.0,0.0,0.0,0.194,0.066,0.049,Fast foods, cheeseburger; single, large patty; with condiments
21400,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",0.0,0,127,21.53,1,59,36,31.5,0.131,2,261,5.088,3.826,5.045,1.4,40,9,27,18,1.4,50,0,25,3.63,136,182,11.94,22,0.201,25.9,485,3.26,0,0.184,14.1,27,1.27,0.0,0.17,0.3,0.1,0.06,0.0,16.4,50.54,2.16,0.049,0.059,0.404,2.781,0.286,1.43,4.664,3.303,0.454,0.049,0.049,0.02,0.0,0.02,0.0,0.0,0.086,0.029,0.02,Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce
21401,"Fast foods, chicken tenders",0.0,0,17,17.25,0,2,48,43.7,0.069,0,271,4.83,5.783,2.493,1.2,23,13,19,6,0.73,83,0,28,8.217,282,373,19.22,2,0.179,17.5,769,0.4,0,0.11,13.95,3,0.16,0.0,0.426,1.1,0.2,3.17,0.0,8.0,46.64,0.71,0.0,0.001,0.026,1.771,0.049,0.414,4.656,5.485,0.226,0.0,0.106,0.04,0.0,0.009,0.003,0.002,0.0,0.0,0.004,Fast foods, chicken tenders,
21412,"Light Ice Cream, soft serve, blended with milk chocolate candies",0.0,1,135,26.82,0,5,16,20.4,0.044,0,182,1.67,0.282,3.633,0.2,3,3,3,0,0.27,0,0,17,0.139,116,208,4.02,31,0.243,3.6,54,24.37,14,0.051,6.46,31,0.6,0.0,0.053,0.9,0.0,0.08,0.0,0.7,61.74,0.54,0.094,0.109,0.392,1.577,0.049,1.095,1.586,0.254,0.023,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.156,0.076,0.04,Light Ice Cream, soft serve, blended with milk chocolate candies
21413,"Light Ice Cream, soft serve, blended with cookie pieces",0.0,1,129,25.55,0,5,15,18.6,0.03,0,169,1.716,0.364,2.754,0.1,13,5,10,5,0.61,0,0,14,0.264,111,198,3.97,25,0.229,4.0,75,21.19,43,0.048,5.66,26,0.58,0.0,0.058,0.8,0.0,0.09,0.0,3.3,63.9,0.5,0.087,0.102,0.367,1.254,0.042,0.653,1.639,0.339,0.02,0.0,0.002,0.005,0.0,0.0,0.0,0.0,0.114,0.063,0.038,Light Ice Cream, soft serve, blended with cookie pieces
21463,"Yogurt parfait, lowfat, with fruit and granola",0.0,0,105,15.86,0,12,3,11.9,0.054,0,84,0.307,0.122,0.525,1.1,77,13,51,38,0.49,12,0,17,0.714,93,189,3.36,29,0.173,3.9,49,11.68,0,0.07,1.01,30,0.88,0.58,0.233,14.3,0.1,0.25,0.0,1.7,78.98,0.89,0.021,0.025,0.076,0.249,0.016,0.077,0.273,0.106,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.014,0.009,Yogurt parfait, lowfat, with fruit and granola
21464,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",0.0,0,23,0.0,0,0,97,96.6,0.058,0,153,2.08,0.81,1.18,0.0,12,12,12,0,0.54,0,0,28,9.03,237,306,27.93,4,0.232,34.1,512,0.0,0,0.104,4.54,4,0.3,0.0,0.325,0.0,0.1,0.27,0.0,0.0,65.61,0.97,0.017,0.004,0.031,0.783,0.173,0.31,1.663,0.572,0.065,0.0,0.032,0.047,0.0,0.003,0.005,0.003,0.007,0.0,0.0,Fast Foods, Fried Chicken," Breast, meat only, skin and breading removed"
21465,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",0.0,0,16,0.0,0,0,133,81.0,0.082,0,172,2.933,1.675,2.004,0.0,10,10,10,0,1.03,0,0,24,5.726,211,291,26.24,11,0.303,32.1,492,0.0,0,0.079,7.41,11,0.74,0.0,0.272,0.0,0.1,0.33,0.0,0.0,64.24,2.5,0.003,0.005,0.046,1.412,0.43,0.492,2.44,1.453,0.071,0.002,0.028,0.078,0.003,0.003,0.007,0.004,0.002,0.001,0.001,Fast Foods, Fried Chicken," Drumstick, meat only, skin and breading removed"
21466,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",0.0,0,24,0.24,0,0,125,117.3,0.086,0,178,3.908,1.543,2.484,0.0,12,12,12,0,0.91,0,0,21,5.725,206,248,23.21,12,0.337,30.2,577,0.0,0,0.095,9.41,12,0.5,0.0,0.2,0.0,0.2,0.37,0.0,0.0,64.96,1.94,0.002,0.004,0.054,1.821,0.486,0.558,3.328,1.31,0.098,0.001,0.059,0.071,0.002,0.004,0.006,0.004,0.001,0.0,0.001,Fast Foods, Fried Chicken," Thigh, meat only, skin and breading removed"
21469,"Fast Foods, Fried Chicken, Breast, meat and skin and breading",0.0,0,45,6.03,0,0,92,78.9,0.064,0,230,6.011,2.066,3.316,0.1,28,11,21,10,0.72,0,0,26,7.869,230,282,23.51,10,0.228,29.2,657,0.0,0,0.104,12.44,10,0.31,0.0,0.263,0.0,0.1,0.48,0.0,0.0,55.45,0.92,0.015,0.008,0.111,2.18,0.494,0.892,5.214,1.657,0.244,0.001,0.099,0.052,0.001,0.01,0.005,0.003,0.005,0.0,0.002,Fast Foods, Fried Chicken," Breast, meat and skin and breading"
21470,"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",0.0,0,24,7.59,0,0,111,66.7,0.162,0,267,6.446,4.408,4.458,0.5,29,10,21,12,0.99,0,0,22,5.209,188,253,21.13,22,0.234,26.2,591,0.0,0,0.069,16.92,22,0.59,0.0,0.227,0.0,0.1,0.33,0.0,0.0,51.92,1.83,0.005,0.009,0.127,3.117,0.784,1.08,5.528,4.052,0.205,0.003,0.062,0.07,0.003,0.004,0.006,0.004,0.003,0.001,0.003,Fast Foods, Fried Chicken," Drumstick, meat and skin with breading"
21471,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",0.0,0,54,8.68,0,0,106,84.2,0.083,0,274,8.477,2.939,4.832,0.1,34,11,25,14,1.0,0,0,22,5.583,210,240,19.23,16,0.286,25.2,747,0.0,0,0.099,18.07,16,0.43,0.0,0.17,0.0,0.2,0.61,0.0,0.0,51.37,1.45,0.006,0.009,0.152,3.275,0.788,1.244,7.45,2.469,0.329,0.002,0.139,0.067,0.002,0.013,0.006,0.003,0.001,0.0,0.003,Fast Foods, Fried Chicken," Thigh, meat and skin and breading"
21472,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",0.0,0,67,11.19,0,0,114,82.2,0.079,0,310,9.753,3.354,5.358,0.1,37,8,25,17,1.04,0,0,24,6.452,220,262,21.14,16,0.243,28.4,867,0.0,0,0.092,20.09,16,0.46,0.0,0.194,0.0,0.1,0.74,0.0,0.0,44.57,1.33,0.006,0.011,0.178,3.558,0.832,1.426,8.635,2.782,0.416,0.002,0.165,0.071,0.003,0.017,0.007,0.004,0.0,0.0,0.004,Fast Foods, Fried Chicken," Wing, meat and skin and breading"
21482,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",0.0,0,143,30.36,0,91,23,25.5,0.107,0,282,3.941,3.217,4.805,2.3,136,43,98,55,2.45,22,1878,23,3.57,193,190,11.06,60,0.19,17.7,637,2.82,0,0.385,12.94,67,0.49,0.0,0.07,1.0,0.0,0.9,0.0,11.8,43.22,1.26,0.11,0.132,0.493,2.585,0.183,1.147,3.623,2.815,0.304,0.001,0.071,0.026,0.003,0.003,0.006,0.001,0.079,0.063,0.043,Fast Food, Pizza Chain," 14"" pizza, sausage topping, thick crust"
21483,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",0.0,0,213,27.0,0,140,36,37.7,0.105,0,321,5.523,3.926,6.888,2.5,123,34,86,52,1.73,22,1836,25,3.06,254,225,13.36,59,0.15,18.6,782,3.02,0,0.225,17.71,70,0.58,0.0,0.075,2.1,0.0,1.3,0.0,9.6,38.83,1.51,0.166,0.198,0.739,3.668,0.262,1.618,5.075,3.412,0.366,0.001,0.094,0.04,0.005,0.003,0.009,0.002,0.123,0.097,0.065,Fast Food, Pizza Chain," 14"" pizza, sausage topping, thin crust"
21484,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",0.0,0,144,30.62,0,91,23,26.3,0.111,0,280,4.049,2.352,5.033,2.3,126,35,88,53,2.41,23,1884,24,3.8,193,197,11.5,60,0.19,20.3,633,3.32,0,0.345,12.35,68,0.48,0.0,0.08,1.7,0.0,0.91,0.0,6.7,43.06,1.32,0.111,0.135,0.505,2.776,0.187,1.17,3.732,2.057,0.193,0.001,0.068,0.027,0.003,0.002,0.006,0.001,0.081,0.065,0.044,Fast Food, Pizza Chain," 14"" pizza, sausage topping, regular crust"
21485,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",0.0,0,216,29.0,0,94,37,37.5,0.11,0,331,5.623,3.617,7.115,2.3,131,36,92,56,1.95,24,1958,25,3.31,253,223,14.01,62,0.17,24.5,875,3.22,0,0.225,17.61,70,0.76,0.0,0.095,2.0,0.0,1.29,0.0,9.5,36.05,1.64,0.162,0.196,0.772,3.75,0.278,1.725,5.114,3.176,0.319,0.002,0.094,0.036,0.005,0.021,0.008,0.001,0.11,0.091,0.063,Fast Food, Pizza Chain," 14"" pizza, pepperoni topping, thin crust"
21505,"Pizza, cheese topping, thin crust, frozen, cooked",0.0,0,228,28.8,0,97,21,18.9,0.091,0,263,3.028,1.695,5.698,3.0,122,36,87,51,2.14,30,2013,24,1.283,215,201,11.91,64,0.127,21.4,471,3.71,0,0.103,11.07,72,0.62,0.0,0.13,0.1,0.0,0.74,0.0,4.2,46.01,1.49,0.183,0.205,0.713,3.096,0.143,0.976,2.799,1.547,0.11,0.002,0.021,0.01,0.003,0.002,0.006,0.0,0.159,0.125,0.075,Pizza, cheese topping," thin crust, frozen, cooked"
21511,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",0.0,0,238,30.0,1,87,30,17.3,0.081,0,274,2.771,1.547,5.825,1.7,125,40,90,50,2.04,45,935,22,3.763,249,229,12.23,110,0.333,16.0,615,2.9,0,0.323,11.63,117,0.4,0.0,0.119,3.1,0.0,0.67,0.0,8.3,43.37,1.49,0.233,0.275,0.898,2.82,0.168,0.997,2.463,1.348,0.155,0.0,0.027,0.017,0.003,0.001,0.006,0.0,0.175,0.143,0.091,Fast Food, Pizza Chain," 14"" pizza, cheese topping, stuffed crust"
21520,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",0.0,0,87,44.48,0,7,7,7.5,0.107,0,343,2.778,6.16,2.966,2.4,233,24,147,123,4.65,10,0,22,7.08,129,132,12.2,23,0.56,22.0,539,1.11,0,0.493,12.88,24,0.13,0.0,0.103,0.0,0.0,0.88,0.0,21.1,28.38,1.02,0.042,0.061,0.221,1.777,0.067,0.666,2.626,5.41,0.724,0.0,0.053,0.01,0.004,0.002,0.002,0.0,0.038,0.028,0.016,Fast foods, breadstick," soft, prepared with garlic and parmesan cheese"
21521,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",0.0,0,20,15.05,5,7,1,4.0,0.038,0,65,0.049,0.052,0.0,0.9,8,8,8,0,0.14,17,0,11,0.217,11,131,0.86,1,0.028,0.3,14,12.68,0,0.023,0.14,2,0.0,0.0,0.108,5.2,0.0,0.03,0.0,0.3,83.61,0.09,0.0,0.0,0.0,0.0,0.007,0.0,0.042,0.033,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fast foods, strawberry banana smoothie made with ice and low-fat yogurt,
21600,"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",0.0,0,218,31.31,0,87,12,19.0,0.098,0,247,1.837,0.745,4.0,4.0,78,19,54,34,2.53,31,2027,51,2.996,316,348,12.72,59,0.347,22.7,421,7.12,0,0.284,7.91,66,1.49,0.0,0.163,0.0,0.0,0.75,0.0,4.2,45.64,1.97,0.175,0.199,0.64,1.921,0.104,0.737,1.719,0.662,0.067,0.0,0.015,0.011,0.002,0.0,0.004,0.0,0.138,0.116,0.073,School Lunch, pizza," cheese topping, thin crust, whole grain, frozen, cooked"
21601,"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",0.0,0,193,28.08,0,73,19,17.9,0.174,0,254,2.411,1.095,4.358,2.9,123,38,88,50,2.63,55,1829,40,3.242,284,303,14.62,32,0.179,29.9,421,5.02,0,0.242,9.27,38,2.1,0.0,0.104,0.4,0.0,0.72,0.0,5.8,45.73,1.83,0.168,0.191,0.612,1.962,0.098,0.771,1.996,0.835,0.077,0.0,0.018,0.01,0.002,0.0,0.004,0.0,0.132,0.111,0.07,School Lunch, pizza," cheese topping, thick crust, whole grain, frozen, cooked"
21602,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",0.0,0,202,31.24,0,106,24,37.7,0.1,0,254,2.12,2.23,2.81,4.3,80,19,55,36,2.74,24,1964,51,3.729,316,382,12.78,67,0.337,23.4,495,7.62,0,0.347,8.62,75,2.16,0.0,0.187,0.0,0.0,0.8,0.0,5.2,44.88,2.51,0.114,0.129,0.422,1.324,0.118,0.521,1.905,1.954,0.188,0.0,0.017,0.033,0.006,0.0,0.011,0.0,0.089,0.075,0.047,School Lunch, pizza," pepperoni topping, thin crust, whole grain, frozen, cooked"
21603,"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",0.0,0,155,28.3,0,83,24,23.2,0.079,0,259,2.89,1.21,4.219,4.3,87,20,59,39,2.53,21,1839,41,2.519,305,308,14.35,36,0.284,22.0,474,4.03,0,0.211,9.82,43,1.19,0.0,0.143,0.2,0.0,0.81,0.0,10.8,45.3,1.93,0.153,0.174,0.6,2.114,0.149,0.894,2.315,0.701,0.062,0.0,0.024,0.014,0.002,0.0,0.004,0.0,0.12,0.101,0.063,School Lunch, pizza," pepperoni topping, thick crust, whole grain, frozen, cooked"
21604,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",0.0,0,238,32.24,0,116,25,38.0,0.102,0,250,2.244,0.986,3.488,3.9,104,24,71,47,2.09,24,1984,52,3.759,318,385,12.63,79,0.34,22.5,457,7.53,0,0.274,7.83,89,2.18,0.0,0.189,0.6,0.0,0.81,0.0,5.3,45.3,2.53,0.142,0.162,0.524,1.675,0.154,0.636,1.991,0.864,0.081,0.0,0.016,0.019,0.002,0.001,0.005,0.002,0.112,0.094,0.059,School Lunch, pizza," sausage topping, thin crust, whole grain, frozen, cooked"
21605,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",0.0,0,168,30.58,0,78,26,29.1,0.123,0,257,2.89,1.21,4.219,4.0,120,25,81,56,2.21,23,1944,23,4.1,279,282,13.26,54,0.311,25.0,433,3.72,0,0.326,9.07,60,0.34,0.0,0.122,0.4,0.0,0.75,0.0,3.3,45.31,1.6,0.142,0.164,0.542,2.148,0.292,0.782,2.493,1.069,0.085,0.0,0.015,0.032,0.001,0.003,0.006,0.005,0.112,0.094,0.059,School Lunch, pizza," sausage topping, thick crust, whole grain, frozen, cooked"
21610,"School Lunch, chicken patty, whole grain breaded",0.0,0,34,12.5,0,1,36,35.9,0.097,0,246,4.396,6.593,2.642,2.3,12,5,9,4,3.77,0,0,26,5.104,221,278,17.64,0,0.162,24.9,467,0.55,0,0.097,13.93,0,0.31,0.0,0.195,0.7,0.3,1.36,0.0,4.9,53.84,1.12,0.0,0.0,0.0,2.162,0.361,0.481,4.035,6.419,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,School Lunch, chicken patty, whole grain breaded
21611,"School Lunch, chicken nuggets, whole grain breaded",0.0,0,32,22.86,0,0,50,44.9,0.074,0,270,3.593,4.189,2.83,2.2,15,6,11,5,1.99,0,0,24,5.985,183,231,15.67,16,0.204,17.7,511,0.49,0,0.092,12.9,16,0.24,0.0,0.309,0.6,0.3,1.23,0.0,10.4,46.53,0.71,0.003,0.005,0.041,2.191,0.273,0.494,3.248,3.865,0.267,0.001,0.052,0.026,0.002,0.003,0.003,0.002,0.001,0.0,0.004,School Lunch, chicken nuggets, whole grain breaded
22247,"Macaroni and Cheese, canned entree",0.0,0,35,11.52,0,5,6,5.4,0.296,0,82,0.6,0.303,0.881,0.5,21,2,13,11,0.9,2,0,9,1.183,47,84,3.38,17,0.114,9.5,302,0.5,0,0.101,2.46,17,0.15,0.0,0.037,0.0,0.0,0.05,0.0,0.2,81.39,0.45,0.0,0.0,0.175,0.591,0.0,0.115,0.6,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macaroni and Cheese, canned entree,
