Food code,Main food description,Additional food description
71501061,"Potato, mashed, ready-to-heat, NFS","refrigerated, microwavable, frozen"
71501071,"Potato, mashed, ready-to-heat, with cheese",refrigerated; microwavable; frozen; cream; sour cream
71501075,"Potato, mashed, ready-to-heat, with gravy","with cheese; cream; sour cream; refrigerated, microwavable, frozen"
71503010,Potato patty,potato croquettes; potato cake
71505000,"Potato tots, NFS",tater tots; potato puffs
71505010,"Potato tots, fast food / restaurant",tater tots; potato puffs; other place
71505020,"Potato tots, school",tater tots; potato puffs
71505030,"Potato tots, from fresh, fried or baked",home or store; tater tots; potato puffs
71505040,"Potato tots, frozen, baked",home or store; tater tots; potato puffs
71505050,"Potato tots, frozen, fried",home or store; tater tots; potato puffs
71505060,"Potato tots, frozen, NS as to fried or baked",home or store; tater tots; crispy crowns; potato puffs; NS as to fresh or frozen
71507005,"Potato, baked, peel not eaten, with butter",NS as to peel eaten; margarine; twice baked; stuffed
71507010,"Potato, baked, peel not eaten, with sour cream",NS as to peel eaten; butter or margarine; twice baked; stuffed
71507020,"Potato, baked, peel not eaten, with cheese",NS as to peel eaten; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71507025,"Potato, baked, peel not eaten, with meat",NS as to peel eaten; bacon; chicken; ham; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71507030,"Potato, baked, peel not eaten, with chili",NS as to peel eaten; cheese sauce; sour cream; butter or margarine; twice baked; stuffed; cheese; cream cheese
71507035,"Potato, baked, peel not eaten, with vegetables",NS as to peel eaten; broccoli; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71508001,"Potato, baked, peel eaten",
71508005,"Potato, baked, peel eaten, with butter",margarine; twice baked; stuffed
71508010,"Potato, baked, peel eaten, with sour cream",butter or margarine; twice baked; stuffed
71508020,"Potato, baked, peel eaten, with cheese",cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71508025,"Potato, baked, peel eaten, with meat",bacon; chicken; ham; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71508030,"Potato, baked, peel eaten, with chili",cheese sauce; sour cream; butter or margarine; twice baked; stuffed; cheese; cream cheese
71508035,"Potato, baked, peel eaten, with vegetables",broccoli; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed
71600950,"Potato salad with egg, from restaurant",fast food / other place
71601010,"Potato salad with egg, made with mayonnaise",NS as to type of dressing
71601015,"Potato salad with egg, made with light mayonnaise","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
71601020,"Potato salad with egg, made with mayonnaise-type salad dressing","Miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing"
71601025,"Potato salad with egg, made with light mayonnaise-type salad dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light coleslaw dressing; light ""slaw"" dressing; light imitation mayonnaise; Hellmann's Dijonnaise"
71601030,"Potato salad with egg, made with creamy dressing",ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing
71601035,"Potato salad with egg, made with light creamy dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light peppercorn dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light caesar dressing; light cream cheese dressing; light sour cream; light blue or roquefort cheese dressing; light creamy parmesan"
71601040,"Potato salad with egg, made with Italian dressing","vinegar and oil; vinaigrette; Greek dressing; Champagne dressing; celery seed dressing; onion or Vidalia onion dressing; red wine, balsamic, or raspberry vinegar dressing; French dressing"
71601045,"Potato salad with egg, made with light Italian dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing"
71601050,"Potato salad with egg, made with any type of fat free dressing",fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing
71602010,"Potato salad, German style",
71602950,"Potato salad, from restaurant",fast food / other place
71603010,"Potato salad, made with mayonnaise",NS as to type of dressing
71603015,"Potato salad, made with light mayonnaise","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
71603020,"Potato salad, made with mayonnaise-type salad dressing","Miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing"
71603025,"Potato salad, made with light mayonnaise-type salad dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light imitation mayonnaise; light coleslaw dressing; light ""slaw"" dressing; Hellmann's Dijonnaise"
71603030,"Potato salad, made with creamy dressing",ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing
71603035,"Potato salad, made with light creamy dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light blue or roquefort cheese dressing; light caesar dressing; light peppercorn dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light creamy parmesan; light cream cheese dressing; light sour cream"
71603040,"Potato salad, made with Italian dressing","vinegar and oil; vinaigrette; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing"
71603045,"Potato salad, made with light Italian dressing","diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing"
71603050,"Potato salad, made with any type of fat free dressing",fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing
71701000,Potato pancake,latkes
71701500,Lefse,Norwegian potato and flour pancake
71703990,Stewed potatoes,papas guisadas; with or with out peel; with or without fat added
71704000,Stewed potatoes with tomatoes,Mexican style; papas guisadas con tomate; with or without peel eaten; with or without fat
71801000,"Potato soup, NS as to made with milk or water",with macaroni
71801010,"Potato soup, cream of, prepared with milk",Vichyssoise soup; with macaroni
71801020,"Potato soup, prepared with water",with macaroni
71801100,Potato and cheese soup,
71803010,Potato chowder,corn chowder
71851010,"Plantain soup, Puerto Rican style",Sopa de platano
71900100,"Plantain, cooked, no added fat",cooking spray
71900200,"Plantain, cooked with oil","fried plantains; tostones; plantain, NFS; from restaurant"
71905000,"Ripe plantain, raw",
71905008,"Plantain, cooked, fat added, NS as to fat type",NS as to fat added
71905100,"Plantain, cooked with butter or margarine",animal fat; shortening
71905410,Plantain chips,
71910110,"Green banana, cooked in salt water",
71910210,"Green banana, fried",
71930120,"Cassava, cooked",yuca blanca; with or without fat
71930190,Yuca fries,
71930200,"Casabe, cassava bread",
71962020,"Dasheen, cooked",malanga; with or without fat
71962040,"Taro, cooked",with or without fat
71970200,Fufu,African dish
71980200,Taro chips,
72101100,"Beet greens, raw",
72101220,"Beet greens, cooked",with or without fat
72103000,"Broccoli raab, raw","Broccoli rabe, raap, or rapini; broccolini"
72103030,"Broccoli raab, cooked","broccoli rabe, raap, or rapini; with or without fat; broccolini"
72104100,"Chard, raw",
72104220,"Chard, cooked",with or without fat
72107100,"Collards, raw",collard greens
72107211,"Collards, fresh, cooked, no added fat",collard greens; cooking spray
72107212,"Collards, frozen, cooked, no added fat",collard greens; cooking spray
72107213,"Collards, canned, cooked, no added fat",collard greens; cooking spray
72107220,"Collards, NS as to form, cooked",with or without fat
72107221,"Collards, fresh, cooked, fat added, NS as to fat type",collard greens; NS as to fat added
72107222,"Collards, frozen, cooked, fat added, NS as to fat type",collard greens; NS as to fat added
72107227,"Collards, fresh, cooked with oil",collard greens
72107228,"Collards, fresh, cooked with butter or margarine",collard greens; animal fat; shortening; from restaurant
72107230,"Collards, frozen, cooked with oil",collard greens
72107231,"Collards, frozen, cooked with butter or margarine",collard greens; animal fat; shortening
72107233,"Collards, canned, cooked with oil",collard greens
72107234,"Collards, canned, cooked with butter or margarine",collard greens; animal fat; shortening
72110100,"Cress, raw",
72110221,"Cress, cooked",with or without fat
72113100,"Dandelion greens, raw",
72113220,"Dandelion greens, cooked",with or without fat
72116000,"Romaine lettuce, raw",endive; chicory; escarole; green leaf
72116150,"Caesar salad, with romaine, no dressing",Wendy's Caesar Side Salad
72116220,"Escarole, cooked",endive; with or without fat
72118211,"Greens, fresh, cooked, no added fat",cooking spray
72118212,"Greens, frozen, cooked, no added fat",cooking spray
72118220,"Greens, NS as to form, cooked",with or without fat
72118221,"Greens, fresh, cooked, fat added",NS as to fat added; from restaurant
72118222,"Greens, frozen, cooked, fat added",NS as to fat added
72118223,"Greens, canned, cooked, fat added",NS as to fat added
72119190,"Kale, raw",
72119211,"Kale, fresh, cooked, no added fat",cooking spray
72119212,"Kale, frozen, cooked, no added fat",cooking spray
72119213,"Kale, canned, cooked, no added fat",cooking spray
72119220,"Kale, NS as to form, cooked",with or without fat
72119221,"Kale, fresh, cooked, fat added",NS as to fat added; from restaurant
72119222,"Kale, frozen, cooked, fat added",NS as to fat added
72120220,"Lambsquarter, cooked",with or without fat
72122100,"Mustard greens, raw",
72122211,"Mustard greens, fresh, cooked, no added fat",cooking spray
72122212,"Mustard greens, frozen, cooked, no added fat",cooking spray
72122213,"Mustard greens, canned, cooked, no added fat",cooking spray
72122220,"Mustard greens, NS as to form, cooked",with or without fat
72122221,"Mustard greens, fresh, cooked, fat added",NS as to fat added; from restaurant
72122222,"Mustard greens, frozen, cooked, fat added",NS as to fat added
72123020,"Poke greens, cooked",with or without fat
72124100,"Radicchio, raw",
72125100,"Spinach, raw",
72125211,"Spinach, fresh, cooked, no added fat",cooking spray
72125212,"Spinach, frozen, cooked, no added fat",cooking spray
72125213,"Spinach, canned, cooked, no added fat",cooking spray
72125217,"Spinach, fresh, cooked with oil",
72125218,"Spinach, fresh, cooked with butter or margarine",animal fat; shortening; from restaurant
72125220,"Spinach, NS as to form, cooked",with or without fat
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type",NS as to fat added
72125222,"Spinach, frozen, cooked, fat added, NS as to fat type",NS as to fat added
72125223,"Spinach, canned, cooked, fat added, NS as to fat type",NS as to fat added
72125224,"Spinach, frozen, cooked with oil",
72125225,"Spinach, frozen, cooked with butter or margarine",animal fat; shortening
72125227,"Spinach, canned, cooked with oil",
72125228,"Spinach, canned, cooked with butter or margarine",animal fat; shortening
72125230,"Spinach, creamed",
72125240,Spinach souffle,
72125260,Spinach and cheese casserole,"spinach casserole, NFS"
72125310,Palak Paneer,spinach or mustard greens with cottage cheese; Saagwala; Saag Paneer; Indian dish
72125500,Channa Saag,Chana Shaag or Sagh; spinach and chickpeas; Indian
72126001,"Taro leaves, cooked",callaloo; calaloo; callilu; bhaji; with or without fat
72128211,"Turnip greens, fresh, cooked, no added fat",cooking spray
72128212,"Turnip greens, frozen, cooked, no added fat",cooking spray
72128213,"Turnip greens, canned, cooked, no added fat",cooking spray
72128220,"Turrnip greens, NS as to form, cooked",with or without fat
72128221,"Turnip greens, fresh, cooked, fat added",NS as to fat added; from restaurant
72128222,"Turnip greens, frozen, cooked, fat added",NS as to fat added
72128223,"Turnip greens, canned, cooked, fat added",NS as to fat added
72130100,"Watercress, raw",
72130201,"Watercress, cooked",with or without fat
72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked",with or without fat
72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",swamp cabbage; with or without fat
72201100,"Broccoli, raw",
72201190,"Broccoli, cooked, from restaurant",
72201211,"Broccoli, fresh, cooked, no added fat",cooking spray
72201212,"Broccoli, frozen, cooked, no added fat",cooking spray
72201220,"Broccoli, NS as to form, cooked",with or without fat
72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type",NS as to fat added
72201222,"Broccoli, frozen, cooked, fat added, NS as to fat type",NS as to fat added
72201223,"Broccoli, fresh, cooked with oil",
72201224,"Broccoli, fresh, cooked with butter or margarine",animal fat; shortening
72201226,"Broccoli, frozen, cooked with oil",
72201227,"Broccoli, frozen, cooked with butter or margarine",animal fat; shortening
72202010,Broccoli casserole with noodles,cream sauce
72202020,Broccoli casserole with rice,mushroom sauce
